id,name,birthdate,birthplace,deathdate,deathplace,occupations,notes,sex,viaf_id
15865,Joaquín Edwards Bello,1887-05-10,458,1968-02-19,401,"1391,1419",,Male,39399726
15790,Joaquín García Monge,1881-01-20,1423,1958-10-31,380,"1391,1396,1429",,Male,14811009
15243,Joaquín Gómez Bas,1907-05-26,1167,1984-11-04,62,"1391,1405,1418",,Male,71018439
13921,Joaquín Neyra,1912-07-15,219,1990-02-14,547,"1399,1419,1455",,Male,291122999
15588,Joaquín Nin y Castellanos,1879-09-29,174,1949-10-24,174,"1403,1411,1430",,Male,14959219
13893,Joaquín O. Giannuzzi,1924-07-29,62,2004-01-26,76,"1391,1399,1419",,Male,213139967
14956,Jocelyn Brooke,1908-11-30,1011,1966-10-29,,"1400,1407",,Male,267567381
15349,Johan Huizinga,1872-12-07,1230,1945-02-01,1231,1451,,Male,66468881
15342,Johann Christian Friedrich Hölderlin,1770-03-20,1227,1843-06-07,1228,"1399,1410",,Male,95147974
14460,Johann Wolfgang von Goethe,1749-08-28,147,1832-03-22,485,"1391,1399,1407,1408,1410,1414",,Male,24602065
13855,Johannes C. Andersen,1873-03-14,175,1962-06-19,282,"1399,1447,1451,1455,1476,1501",,Male,54246837
13821,Johannes Semper,1892-03-22,318,1970-02-21,434,"1391,1399,1404,1416",,Male,86378
14638,John Davy Hayward,1905-02-02,782,1965-01-01,,"1391,1409",,Male,10189133
15003,John Dickson Carr,1906-11-30,1031,1977-02-28,1032,"1391,1400",,Male,64003044
15103,John Donne,1572-01-22,235,1631-03-31,235,1399,,Male,73852666
15854,John Dos Passos,1896-01-14,88,1970-09-28,533,"1391,1407",,Male,41839211
15106,John Dryden,1631-08-09,1093,1700-05-12,235,"1399,1404,1408,1409",,Male,57517466
14165,John F. Kennedy,1917-05-29,58,1963-11-22,117,"1425,1510",,Male,68910251
14424,John Galsworthy,1867-08-14,663,1933-01-31,664,"1391,1400,1407,1408",Won the Nobel Prize in Literature in 1932.,Male,61561917
14182,John Guest,1911-10-04,481,1997-08-24,235,1455,editor at Longmans Green (London publisher),Male,46727750
15297,John Hadfield,1907-06-16,857,1999-10-10,,"1394,1400,1455",Founded J. M. Dent (publishing firm) in London.,Male,110245129
14454,John Haigh,1909-07-24,680,1949-08-10,235,1603,,Male,31676824
15387,John Keats,1795-10-31,235,1821-02-23,356,1399,,Male,66508882
15191,John Kenneth Galbraith,1908-10-15,1136,2006-04-29,73,"1414,1453",,Male,108307703
14644,John Lehmann,1907-06-02,838,1987-04-07,235,"1394,1399,1530",,Male,56672392
15466,John Locke,1632-08-29,1300,1704-10-28,1301,1410,,Male,34459614
15483,John Lynch,1927-01-11,1308,2018-04-04,,"1420,1451,1460",John Lynch Emeritus Professor of Latin American History at the University of London,Male,54167746
15504,John Mander,1932-05-28,1317,1978-09-02,235,"1391,1399,1404,1655",,Male,98029949
14212,John Marin,1870-12-23,365,1953-10-01,2,1564,,Male,74649315
14647,John Masefield,1878-06-01,840,1967-05-12,841,"1391,1399",,Male,68945598
14020,John Middleton Murry,1889-08-06,321,1957-03-12,68,"1391,1392,1439,1455",,Male,15229
15539,John Milton,1608-12-09,235,1674-11-08,235,1399,,Male,John Milton
14431,John Osborne,1929-12-12,670,1994-12-24,671,"1408,1418,1473,1560",,Male,100954367
14366,John Peale Bishop,1892-05-21,607,1944-04-04,608,"1391,1399,1439",,Male,73984000
15586,John Ramsay Allardyce Nicoll,1894-06-28,851,1976-04-17,,"1420,1613",,Male,54276091
14771,John Steinbeck,1902-02-27,903,1968-12-20,299,"1400,1407,1417",,Male,96992551
15546,Jorge A. Mitre,1884-07-03,62,1966-06-03,62,1455,,Male,75190639
14676,Jorge Amado,1912-08-10,867,2001-08-06,868,"1391,1407",,Male,108732513
13896,Jorge Andrés Paita,1905-04-14,62,2012-10-27,62,1399,,Male,
14683,Jorge Bemberg,1915-09-30,62,2011-07-17,318,"1462,1463",also known as Georges Bemberg,Male,7383351
14685,Jorge Bogliano,,775,,,1391,,Male,21949336
14692,Jorge Calvetti,1916-08-04,875,2002-11-04,,"1399,1419",,Male,19761680
14479,Jorge Capello,,,,,1391,,Male,313554921
13935,Jorge Carrera Andrade,1903-03-18,342,1978-11-07,342,"1399,1400,1414,1451",,Male,44870683
13923,Jorge Cruz,1930-09-30,62,,547,"1391,1420",http://www.aal.edu.ar/?q=node/143,Male,60972170
13924,Jorge D'Urbano,1905-03-31,62,1988-09-28,62,1524,,Male,32124015
14724,Jorge de Lima,1893-04-23,883,1953-11-15,353,"1392,1399,1404,1405,1416,1422,1490",,Male,99412444
14687,Jorge Eduardo Bosch,1925-09-11,62,2011-02-03,,"1391,1415,1420,1485",,Male,55731096
15118,Jorge Eduardo Eielson,1924-04-13,229,2006-03-08,264,"1391,1564",,Male,41839658
14536,Jorge Eneas Cromberg,,,,,1404,,Male,56750352
15548,Jorge Enrique Móbili,1927-03-02,62,1994-01-01,,"1399,1530",,Male,
15189,Jorge Gaitán Durán,1924-02-12,1132,1962-06-21,1133,1391,,Male,10681097
13937,Jorge Guillén,1893-01-18,455,1984-02-06,249,"1399,1409,1420",,Male,91629318
13938,Jorge Icaza Coronel,1906-06-10,342,1978-05-26,342,1391,,Male,39417291
15252,Jorge Larco,1897-01-02,62,1967-10-16,62,"1405,1564,1609",,Male,210424179
13626,Jorge Luis Borges,1899-08-24,62,1986-06-14,152,"1391,1393,1397,1404,1417,1476,1477",,Male,88919448
14587,Jorge Luzuriaga,1913-10-15,247,1997-03-11,62,"1391,1427",,Male,
15185,Jorge M. Furt,1902-05-20,62,1971-02-07,1131,"1391,1448,1458",,Male,9969663
15518,Jorge Masciangioli,1929-01-01,62,2003-12-06,22,"1390,1391,1403,1405,1407,1417",,Male,14791437
15527,Jorge Mejía,1923-01-31,62,2014-12-09,356,"1503,1656",,Male,84717145
14388,Jorge Oscar Pickenhayn,1921-02-03,62,2002-05-18,624,"1391,1403",,Male,39410582
14015,Jorge Pedro Fumiére,1894-07-09,62,1977-11-11,75,"1391,1451",,Male,33945129
14024,Jorge Pinto,,547,,547,1391,,,
13758,Jorge Romero Brest,1905-10-02,62,1989-02-12,62,1433,,Male,19686764
13733,Jorge Santayana,1863-12-16,247,1952-09-26,356,"1392,1399,1407,1410",,Male,59098309
14045,Jorge Vocos Lescano,1905-04-07,110,1989-10-19,62,1399,,Male,68942107
14422,Jorge Zalamea Borda,1905-03-08,47,1969-05-10,47,"1391,1392,1399,1404,1407,1414",Awarded the Lenin Peace Price in 1967.,Male,79043123
14111,José (Pepe) Weissberger,1878-04-08,56,1905-05-07,496,1405,,Male,
13908,José A. Blanco,1898-10-04,210,,547,1425,President of the Industrial Argentine Union,Male,
15206,José A. García Martínez,1921-08-13,62,1993-06-15,62,"1391,1419,1433,1439",,Male,
15272,José Agustín Goytisolo,1928-04-13,32,1999-03-19,32,"1392,1399,1448",Brother of Juan Goytisolo,Male,117022600
14797,José Alfredo Martínez de Hoz,1925-08-13,62,2013-03-16,62,"1517,1518",,Male,2530415
13992,José Antonio Fernández de Castro,1887-01-18,174,1951-07-31,174,"1391,1419",,Male,246589780
13754,José Babini,1897-05-10,62,1984-05-18,62,"1451,1484,1485",Historian of Science ,Male,119488705
14295,José Bergamín,1895-12-30,247,1983-08-28,574,"1391,1392,1399,1408",,Male,109502857
13653,José Bianco,1908-11-21,62,1986-04-24,62,"1391,1393,1406",,Male,19697874
14915,José Blanco Amor,1912-01-01,983,1989-03-10,62,"1391,1392,1419",,Male,56629027
14999,José Carner,1884-02-09,32,1970-06-04,59,"1399,1404,1408,1419",Josep Carner i Puigoriol,Male,41834938
15104,José Donoso,1925-09-25,401,1996-12-07,401,1391,,Male,29601775
14257,José Edmundo Clemente,1918-11-16,62,2013-06-25,62,"1391,1392,1455",,Male,
13917,José Enrique Miguens,1905-04-01,62,2011-11-08,62,"1427,1452",,Male,93667808
15866,José Eustasio Rivera,1888-02-19,1469,1928-12-01,299,"1391,1399,1407,1427",Escribió _La vorágine_ (1924),Male,51731849
15707,José Fernández Coria,1877-01-17,62,,,"1390,1391,1420",,Male,15147904985179090054
14430,José Ferrater Mora,1912-10-30,32,1991-01-30,32,"1391,1392,1410",,Male,109100695
15198,José Gaos,1900-12-26,1140,1969-06-10,261,1410,,Male,71406518
14482,José García Díaz,,,,,1404,,Male,
14839,José Gervasio Antuña,1890-04-22,271,1972-01-01,,"1391,1399",,Male,4922740
15246,José González Carbalho,1901-12-18,62,1958-06-19,62,"1391,1399",,Male,14782436
14492,José Hernández,1834-11-10,62,1886-10-21,62,"1399,1416,1419",,Male,100187307
15333,José Hierro,1922-04-03,247,2002-12-21,247,1399,"Also known as ""Pepe Hierro""",Male,114220271
14719,José Isaacson,1922-08-14,62,,,"1391,1399",,Male,2483816
14959,José Juan Bruera,1910-12-04,358,1961-08-05,22,"1391,1410",,Male,285869878
15745,José León Pagano,1875-05-05,62,1964-11-18,62,"1391,1399,1405,1420",,Male,70282292
15263,José López Rey,1905-01-01,247,1991-01-01,423,1528,,Male,51810697
14972,José Luis Busaniche,1892-01-01,395,1959-01-01,1016,"1427,1451",,Male,69003416
14987,José Luis Cano,1911-12-28,1025,1999-02-15,247,"1391,1409,1455",,Male,195303424
15014,José Luis Castillo Puche,1919-01-01,1037,2004-02-02,247,1391,,Male,30571
15353,José Luis de Ímaz,1928-12-29,62,2008-05-14,62,"1427,1452,1586",,Male,22185903
15425,José Luis Lanuza,1903-10-29,62,1976-08-21,62,1399,,Male,234675015
13698,José Luis Romero,1909-03-24,62,1977-02-28,439,"1396,1451",,Male,68961451
13990,José Manuel Cortina,1880-02-03,329,1970-03-09,262,"1416,1419,1427",,Male,26771446
15011,José María Castellet,1926-12-15,32,2014-01-09,32,"1391,1394,1399,1409,1455",,Male,109575146
13989,José María Chacón y Calvo,1892-10-28,397,1969-11-07,461,"1392,1414,1419,1420,1439,1451,1526,1529",,Male,17241599
14233,José María Coco Ferraris,,547,,547,"1404,1419",,Male,23158856
15851,José María González de Mendoza,1893-06-23,417,1967-04-10,261,"1391,1404,1414,1460",,Male,217847297
15819,José María Heredia,1803-12-31,1435,1839-05-07,1436,1399,,Male,95187284
15543,José María Miró,1867-01-01,62,1896-01-01,62,"1391,1399,1419",Julián Martel,Male,2550812
15551,José María Monner Sans,1896-08-21,1332,1987-03-31,62,"1420,1427",,Male,63719449
15640,José María Paz,1791-09-09,22,1854-10-22,62,1590,,Male,2736385
14017,José María Restrepo Millán,1894-10-14,47,1955-06-18,47,"1420,1426,1492",,Male,34034715
14014,José Martínez Jerez,1888-01-01,772,,547,"1391,1399",,Male,23822057
14002,José Martínez Orozco,,423,,547,"1391,1427",,Male,43501449
15611,José Miguel Oviedo,1934-01-01,229,,,"1391,1409",,Male,68955242
13744,José Moreno Villa,1887-02-16,249,1955-04-25,260,"1392,1399,1405,1409,1428,1446,1474,1475,1476,1564",,Male,47429
14006,José Nucete Sardi,1897-08-04,258,1972-11-12,80,"1414,1419,1451",,Male,74971714
13630,José Ortega y Gasset,1883-05-09,247,1955-10-18,247,"1391,1393,1398",,Male,95155380
15609,José Otero Espasandín,1900-11-09,210,1987-10-15,483,"1391,1541",,Male,67580269
15747,José Pedroni,1899-09-21,978,1968-02-04,252,1399,,Male,27077919
14984,José S. Campobassi,1908-06-26,62,1991-01-01,62,"1393,1419,1451",,Male,251649228
15767,José Torre Revello,1893-11-10,62,1964-02-13,1406,"1405,1420,1451,1460,1620",,Male,17373441
15054,Josefina Cruz,1904-02-14,62,1993-07-30,62,1391,,Female,57931753
14071,Josefina de Atucha,1889-07-01,62,1976-04-01,62,1391,,Female,
15671,Josefina Plá,1903-11-09,1388,1999-01-11,25,"1399,1405,1408,1419,1433",,Female,46776829
14870,Joseph Baratz,1890-05-08,954,1968-12-14,955,"1416,1475",,Male,59892954
14982,Joseph Campbell,1904-03-26,488,1987-10-30,1023,1420,,Male,9844141
15036,Joseph Conrad,1857-12-03,1053,1924-08-03,1054,"1391,1407",,Male,73862853
13996,Joseph de Maistre,1753-04-01,411,1821-02-26,447,"1391,1410,1414,1427",,Male,46764421
15077,Joseph Edward Davies,1876-11-29,1075,1958-05-09,483,"1414,1427",,Male,35365931
14377,Joseph François Angelloz,1893-10-07,616,1978-03-29,617,"1391,1420",,Male,59078009
14054,Joseph Jean Lanza del Vasto,1901-09-29,408,1981-01-05,133,"1399,1410,1511,1564",Catholic and Nonviolent Activist,Male,2472923
15460,Joseph Lichtenbaum,1895-01-01,482,1968-01-01,,"1391,1392,1399",,Male,34018614
15780,Joseph Stalin,1878-12-18,1412,1953-03-05,278,"1416,1572,1668",,Male,101787139
14410,Joseph Wood Krutch,1893-11-25,646,1970-05-22,647,"1391,1439,1600",,Male,49274843
15808,Joseph-Vincent Ducatillon,1898-01-01,146,1957-01-01,,"1504,1604",,Male,2513298
14125,Josephine Porter Crane,1873-11-14,96,1972-07-08,140,"1462,1464,1558",MoMa board member,Female,31928822
15752,Josué Quesada,1885-11-19,62,1958-09-07,62,"1391,1407,1419",,Male,67931519
15250,Jouri Mandelstamm,1908-01-01,,1943-01-01,318,1391,,Male,
14400,Joyce Cary,1888-12-07,635,1957-03-29,313,"1391,1407",,Male,46778083
14868,Juan Antonio Ballester Peña,1895-12-19,391,1978-01-01,,"1405,1442,1488,1564,1624",,Male,199188171
14584,Juan Arzadún,1862-01-01,796,1950-01-01,,"1391,1590",gran amigo de Unamuno,Male,206458923
14832,Juan Bautista Ambrosetti,1865-08-22,165,1917-05-28,62,"1446,1587,1600",,Male,52472869
15537,Juan Bautista Mihura,,22,,,"1391,1399",,Male,
15698,Juan Carlos Dávalos,1887-01-11,375,1959-11-06,375,1391,,Male,56732152
15171,Juan Carlos Foix,,,2002-06-22,,"1391,1404,1409",,Male,189686984
15712,Juan Carlos García Santillán,1897-06-23,375,1983-12-01,,"1391,1399,1451",,Male,34195678
14259,Juan Carlos Ghiano,1920-11-27,1121,1990-09-06,62,"1392,1399,1401,1420,1439","poeta, crítico, escritor y profesor universitario argentino",Male,
13663,Juan Carlos Onetti,1909-07-01,271,1994-05-30,247,"1407,1417",,Male,41844581
14280,Juan Carlos Paz,1897-08-05,62,1972-08-25,62,"1403,1411",,Male,6423790
14445,Juan Carlos Pellegrini,,,,,1404,,Male,305869502
15033,Juan Collantes de Terán,,,1987-06-19,417,"1409,1420,1460",,Male,306155663
15204,Juan David García Bacca,1901-06-26,1141,1992-08-05,342,"1410,1420",,Male,112824971
15081,Juan del Prete,1897-10-05,1080,1987-02-04,62,"1405,1441,1552,1609,1630",,Male,70010517
15026,Juan Eduardo Cirlot,1916-04-09,32,1973-05-11,32,"1399,1403,1433",,Male,24814
14568,Juan Federico Lempert-Fernández,,,,,1404,,Male,150517771
15708,Juan Filloy,1894-08-01,110,2000-07-15,110,"1391,1489",,Male,32140443
13985,Juan Francisco Ashero,1910-06-25,22,,547,1391,"One of the founders of the ""Grupo Orión""",Male,
13797,Juan Francisco Bedregal,1905-02-25,216,1905-04-27,99,"1391,1392,1399,1415,1417,1489",,Male,26060018
15711,Juan Fuscaldo,1914-03-02,62,,,"1399,1407,1408,1419",,Male,
15205,Juan García Gayo,,62,,,"1399,1404,1455",,Male,162907072
14586,Juan Gil-Albert,1904-04-01,798,1994-07-04,800,1399,,Male,59095594
14059,Juan Goyanarte,1900-01-10,267,1967-01-20,158,"1391,1455",,Male,91627343
14453,Juan Goytisolo,1931-01-05,32,2017-06-04,679,"1391,1392,1399,1400,1407,1417",,Male,100258886
14710,Juan Gregorio Basso Ferreyra,1910-07-02,8,1984-01-31,62,"1391,1399,1419",,Male,2362585
14028,Juan Guixé,1886-10-06,224,1942-11-22,401,"1391,1419",,Male,15147001
13676,Juan José Castro,1895-03-07,27,1968-09-03,62,"1411,1430,1431,1432",,Male,206271
14712,Juan José Fitzpatrick,,22,,,1391,,Male,
15327,Juan José Hernández Arregui,1913-09-29,322,1974-09-22,252,"1391,1416,1419",,Male,51723817
15503,Juan José Manauta,1919-12-14,165,2013-04-23,62,"1391,1399",,Male,85329083
15742,Juan L. Ortiz,1896-06-11,1401,1978-09-02,317,1399,,Male,46889549
15429,Juan Larrea,1895-03-13,802,1980-07-09,110,"1392,1399",,Male,41854551
14010,Juan Lazarte,1891-03-21,358,1963-07-19,379,"1391,1392,1420,1466,1533",,Male,14482230
13943,Juan Liscano,1915-07-07,80,2001-02-17,80,"1391,1399,1439,1523",,Male,109503920
15507,Juan Mantovani,1898-10-14,933,1961-12-05,1249,"1420,1460",,Male,273671986
13692,Juan Marinello Vidaurreta,1898-11-02,343,1977-03-27,174,"1391,1416,1439",,Male,32020236
15555,Juan Montalvo,1882-04-13,1334,1889-01-17,318,"1392,1400",,Male,2485977
15750,Juan Oscar Ponferrada,1908-05-11,1402,1990-09-05,62,1399,,Male,32119883
13787,Juan Pablo Echagüe,1875-11-16,383,1950-09-05,62,"1391,1419,1451",PhD in History,Male,1128553
15175,Juan Pedro Franze,1922-07-10,62,1997-03-09,,"1411,1524",,Male,8435834
15666,Juan Pinto,,22,,,1521,,Male,
14004,Juan R. Angueira,1901-09-09,773,1968-01-16,547,"1391,1451,1531",Secretary of the Municipal Government of Lobos,Male,
13940,Juan Ramón Jiménez,1881-12-24,266,1958-05-29,383,"1391,1399",,Male,59077345
14232,Juan Rodolfo Wilcock,1919-04-17,62,1978-03-16,243,"1391,1399,1404,1439",,Male,111636439
15643,Juan Turín (Donato Pellice),,22,,,"1420,1460",,Male,
14012,Juan Vicens de la Llave,1895-08-26,494,1905-05-12,260,1476,,Male,28841999
13939,Juana de Ibarbourou,1892-03-08,255,1979-07-15,271,1399,,Female,100257812
14551,Judith Janoska-Bendl,1931-09-21,745,2007-02-14,746,"1452,1460",,Female,292849686
13823,Jules Romains (Louis Farigoule),1885-08-26,369,1972-08-14,318,"1391,1399",,Male,37053052
13636,Jules Supervielle,1884-01-16,271,1960-05-17,318,"1393,1398,1399",,Male,41846928
13895,Julia Elena Acuña,,505,,547,"1420,1451",,Female,60648080
15111,Julia Helena Durañona,,62,,,1391,,Female,
15352,Julian Huxley,1887-06-22,235,1975-02-14,235,"1491,1562",,Male,39451154
15513,Julián Marías,1914-06-17,455,2005-12-15,247,"1391,1410,1460",,Male,98038975
13875,Julien Benda,1867-12-26,318,1956-06-07,143,"1407,1410",,Male,13100935
14615,Julien Gracq,1910-07-27,812,2007-12-22,813,"1391,1392,1399,1407,1408,1439",,Male,91584356
14327,Julien Green,1900-09-06,318,1998-08-13,318,1391,,Male,68929857
15680,Julio Aramburu,1898-12-20,1395,1974-01-02,62,"1391,1399,1451",,Male,38559186
14844,Julio Ardiles Gray,1922-05-06,942,2009-08-19,22,"1391,1419",,Male,39410530
14691,Julio Caillet-Bois,1910-07-25,62,1988-01-01,,"1391,1420",,Male,78724683
14696,Julio Cortázar,1914-08-26,189,1984-02-12,318,"1392,1407,1417",,Male,12306822
15053,Julio Crespo,,,,,1455,,Male,
13677,Julio E. Payró,1899-12-09,62,1905-05-24,62,"1392,1405,1433",,Male,40518362
15709,Julio Fingerit,1901-08-05,62,1984-06-09,,"1391,1399,1429,1439",,Male,96854291
14788,Julio Gómez de la Serna,1895-01-01,247,1983-03-28,247,"1391,1404,1427,1455",,Male,38951263
15329,Julio Herrera y Reissig,1875-01-09,869,1910-03-18,271,"1392,1399,1408",,Male,49239772
13736,Julio Irazusta,1899-07-23,166,1982-05-05,166,"1391,1416",,Male,28316693
14293,Julio J. Casal,1889-06-18,271,1954-12-07,271,"1399,1439",,Male,49237800
15487,Julio Llinás,1929-01-01,62,2018-08-23,62,"1391,1399,1433,1607",,Male,22247708
15494,Julio Mafud,1928-09-07,62,,,"1392,1452,1460,1519",,Male,50672056
14733,Julio Molina y Vedia,1874-08-26,62,1973-05-10,887,1436,,Male,53604277
14739,Julio Navarro Monzó,1882-01-01,22,1943-01-01,,"1390,1391,1419,1451",,Male,99813657
14287,Julio Rinaldini,,,,,,,,
14523,Jürgen Habermas,1929-06-18,724,,,"1410,1452",,Male,108179854
14541,Jürgen von Kempski,1910-05-20,739,1998-10-11,44,"1404,1410,1420,1448,1489",,Male,66483843
15146,Justino Fernández,1904-09-28,261,1972-12-12,261,"1428,1433,1451",,Male,118531453
15701,Justo G. Dessein Merlo,1893-01-01,62,1956-01-01,62,"1393,1399,1400,1427",,Male,118546192
14741,Juvenal Ortiz Saralegui,1907-06-14,889,1959-10-03,271,"1399,1409,1419",,Male,55249926
13837,Kalidas Nag,1892-01-01,205,1966-01-01,547,"1400,1420,1451,1497",,Male,36987024
15812,Karel Capek,1890-01-09,1432,1938-12-25,340,"1391,1408,1439",,Male,34454129
14770,Karl J. Shapiro,1913-11-10,533,2000-05-14,299,1399,,Male,109257053
13881,Karl Jaspers,1883-02-23,307,1969-02-26,35,"1410,1412",,Male,31998030
15610,Karl Ludwig Rudolf Otto,1869-09-25,1356,1937-03-06,1357,"1391,1410,1504,1663",,Male,17268770
15505,Karl Mannheim,1893-03-27,61,1947-01-09,235,"1391,1420,1452,1460",,Male,17291505
15828,Karl Marx,1818-05-05,1443,1883-03-14,235,"1410,1419,1451,1452,1453",,Male,49228757
14406,Katherine Anne Porter,1890-05-15,640,1980-09-18,641,"1391,1392,1407,1417,1419,1421",,Female,56620604
14131,Katherine Garrison Chapin Biddle,1890-09-04,484,1977-12-30,122,1399,wife of Attorney General Francis Biddle,Female,45634544
15506,Katherine Mansfield,1888-10-14,1318,1923-01-09,142,"1391,1417",Kathleen Mansfield Murry,Female,41843502
14654,Kathleen Raine,1908-06-14,848,2003-07-06,235,"1399,1439,1448",,Female,71396599
15125,Keith Ellis,1935-01-01,1102,,,"1391,1399,1404,1420,1428",,Male,22157165
15547,Kenji Miyazawa,1896-08-27,1235,1933-09-21,1235,"1399,1400",,Male,68968087
14355,Kenneth Burke,1897-05-05,553,1993-11-19,559,"1392,1399,1407,1439",,Male,100257278
14449,Ketti Frings,1909-02-28,678,1981-02-11,238,"1391,1400,1401,1408,1418",Won a Pulitzer Prize in 1958.,Female,28385774
14433,Kishorlal Mashruwala,1890-10-05,673,1952-09-09,,"1400,1404,1455",,Male,50471672
14573,Klaus Mann,1906-11-18,283,1949-05-21,77,"1391,1407,1417",,Male,54151065
14854,Kostas Axelos,1924-06-26,946,2010-02-04,318,1410,,Male,108466921
15404,Krishna Kripalani,1907-09-29,,1992-01-01,1266,"1400,1497,1511",,Male,108284966
15838,Kurt von Fritz,1900-08-25,1447,1985-07-16,1448,"1420,1426",,Male,34544442
15390,Lady Marie Noële Kelly,1901-12-25,,1995-02-22,235,"1391,1419",Wife of David Kelly,Female,73483486
14160,Lady Ottoline Morrell,1873-06-16,362,1938-04-21,235,"1462,1464,1566","close friend of Aldous Huxley, T. S. Eliot, D. H. Lawrence",Female,61644557
15861,Lancelot Hogben,1895-12-09,1466,1975-08-22,1467,"1627,1678",,Male,85167517
14423,Lancelot Law Whyte,1896-01-01,652,1972-01-01,,"1391,1410,1451,1460,1583",,Male,7911281
14270,Langston Hughes,1902-02-01,564,1967-05-22,250,"1399,1407,1474,1511",,Male,44315795
13977,Laura Cortinas,1905-02-23,382,1969-05-05,271,"1391,1395,1416",,Female,204151368
15566,Laura Mulhall Girondo,1912-01-01,62,1975-01-01,62,"1405,1564",,Female,
15266,Laure Ghorayeb,1931-01-01,1171,,,"1391,1399,1564",,Female,140702461
14643,Laurie Lee,1914-06-26,836,1997-05-13,837,"1399,1407,1418","Laurence Edward Alan ""Laurie"" Lee",Male,183476640
14484,Lawrence Durrell,1912-02-27,706,1990-11-07,707,"1391,1399,1401,1407",,Male,68928525
15144,Lawrence Ferlinghetti,1919-03-24,1110,,,1399,,Male,110070499
15845,Lázaro Cárdenas,1895-05-21,1453,1970-10-19,261,"1425,1510",Served as president of México between 1934 and 1940,Male,79042832
14485,Leal Rey,1927-01-01,62,1991-01-01,708,"1404,1436,1473,1608,1609",,Male,87872291
13905,Leandro Pita Moreno,1898-11-22,311,1985-06-25,62,"1391,1414,1416,1419",,Male,
14202,Leni Riefenstahl,1902-08-22,44,2003-09-08,331,"1418,1455,1479,1480,1495,1552,1557",,Female,44304468
13633,Leo Ferrero,1903-10-16,440,1933-08-26,395,"1393,1398",,Male,2510852
14404,Leo Lerman,1914-05-23,299,1994-08-22,299,"1391,1455",Worked for Condé Nast for more than 50 years.,Male,75048727
14684,León Benarós,1915-02-06,873,2012-08-25,62,"1399,1427,1433,1451,1523",,Male,71470496
14961,León Brunschvicg,1869-11-10,318,1944-01-18,1013,1410,,Male,29668791
13762,León Chestov,1866-02-12,200,1938-11-19,318,1410,,Male,36916319
14704,León Dujovne,1898-11-15,736,1984-01-16,62,"1391,1392,1410,1419",,Male,115297031
14585,León Felipe,1884-04-11,797,1968-09-18,261,1399,León Felipe Camino Galicia,Male,66475795
15511,León Marchal,1900-06-08,1320,1956-09-24,1321,1414,,Male,103661070
15541,León Mirlas,1907-01-01,22,1990-01-01,,"1391,1404",,Male,1023375
14742,León Ostrov,1910-01-01,22,1986-01-01,,"1391,1399,1413",First Psychoanalyst of Alejandra Pizarnik,Male,296920961
15660,León Pièrre-Quint,1895-09-07,318,1958-07-25,318,"1394,1409,1455",,Male,36994815
15202,León Roberto García,1934-03-10,261,,,1419,,Male,73906783
15778,Leon Trotsky,1879-11-07,1409,1940-08-21,113,"1538,1668,1669",,Male,19685134
14072,Léon-Paul Fargue,1876-03-04,318,1947-11-24,318,"1392,1399",,Male,88706377
14663,Leonard Anfossi,,187,,,1391,,Male,
15535,Leonard B. Meyer,1918-01-12,299,2007-12-30,250,"1400,1410,1411,1420,1524",,Male,12349907
14191,Leonard Elmhirst,1893-06-06,489,1974-04-16,45,"1467,1574",worked extensively with Tagore (and in India),Male,59920590
15831,Leonard Woolf,1880-11-25,197,1969-08-14,1444,"1391,1394,1400,1643",,Male,2534183
13870,Leonardo Castellani,1899-11-16,346,1981-03-15,62,"1392,1399,1407,1503,1504",,Male,25850489
14872,Leónidas Barletta,1092-08-30,62,1975-03-15,62,"1391,1401,1419",,Male,60548155
15354,Léopold Infeld,1898-08-20,1232,1968-01-15,482,1583,,Male,68930528
15703,Leopoldo Díaz,1862-08-11,90,1947-09-28,62,"1393,1399,1414,1427",,Male,61584602
13909,Leopoldo Fortnoy,1918-08-13,62,1995-05-30,547,"1453,1512",,Male,
13750,Leopoldo Hurtado,1894-01-21,338,1980-02-07,62,"1391,1409",Musicographer,Male,
15477,Leopoldo Lugones,1874-06-13,1307,1938-02-18,1107,"1391,1392,1404,1408,1414,1416,1419,1420,1422,1426,1451,1504",,Male,54160474
13687,Leopoldo Marechal,1900-06-11,62,1970-06-26,62,1391,,Male,46840730
15625,Leopoldo Panero,1909-10-17,1366,1962-08-27,225,1399,,Male,56622405
13713,Lewis Hanke,1905-03-19,309,1993-03-26,13,1451,Historian of Colonial Latin America,Male,108256647
13696,Lewis Mumford,1895-10-19,141,1990-01-26,12,"1409,1410,1451,1452",,Male,12312890
14911,Libero Bigiaretti,1905-05-16,979,1993-05-03,356,"1391,1399",,Male,84966724
14253,Lido Monti,,,,,,,,
15462,Lin Yutang,1895-10-10,1295,1976-03-26,1296,"1391,1404,1410,1456,1650",,Male,66481926
13683,Lino Enea Spilimbergo,1896-08-12,62,1964-03-16,450,"1405,1440,1564",,Male,13362903
14152,Lino Novás Calvo,1903-09-24,774,1983-03-24,299,"1404,1407",,Male,71558623
14389,Lionel Trilling,1905-07-05,625,1975-11-05,299,"1392,1409,1417,1429,1460",,Male,7458867
13774,Lisardo Zía,1905-03-14,359,1905-05-28,62,1399,,Male,
14398,Lloyd Frankenberg,1907-09-03,634,1975-03-12,299,"1391,1399,1439,1598",,Male,91481073
